Timestamp,What positive things have happened today (if any)?,What negative things have happened today (if any)?,Did you make the most of today?,How much fun did you have?,Are you happy with the quality of your work?,How productive have you felt outside of yourself?,Would you have preferred more or less social interaction?,How emotionally healthy did you feel throughout the day?,How close do you feel to being burned out?,How much personal time did you have?,Would you have preferred to have had more or less personal time?,Did you exercise?,,Is there any lesson or observation about life you want to remember from today?,Which of these values do you felt you actively lived today?,Any reflection about your mission statement?,Did you struggle with any of these values today?,Are there any relevant aspects you think this survey didn't touch on?,Are there any aspects of the survey you feel are not relevant?,"Give yourself grace. Get some good sleep.

Will you make the most of your day tomorrow?",Did you accomplish the goals you set out to do?,"If none, how much does that bother you?",What's been a small thing that's brought you joy today?,How much social cohesion did you feel?,Who has made a positive impact on your day?,,Are there any emotions you're processing right now you'd like to keep track of?,Are there any friend life events mentioned today you want to keep in mind for the future?,Any Karina things you want to remember?,Has there been any small thing you’ve done/thought about today that you’re proud of yourself for?,How well did you feel you had the time to do everything you wanted?,What do you want to do in order tomorrow morning?,What are your overall priorities tomorrow?,Thesis updates?,,Brand,,,,,,,,,,,,What's one thing you want to remember for tomorrow?
12/14/2022 23:18:55,"Game night with friendos, dancing with Karina","CMF contract stresses, computer not turning on",2,4,,1,4,3,3,4,2,,,So hard once you open an email to not respond. Really good to let mornings be for personal time and not get swept up in that shit. Or at least set a time for it,,,,Depends what you mean by personal time cause technically I had alone time but I spent it doing a lot of other bullshit like responding to emails,,Yes,2,,The vividness of water droplet hanging on tree as I walked samir back to his apartment,4,"Karina, Trevor, Kheyal",,,Nandish going on date with Sahana!!,So much fun dancing together I kept looking at us in the mirror and thinking about how happy I am and how I want to be with her in long run,Decide to refocus myself by going to see kheyal while she’s filming stop motion,2,,,,,,,,,,,,,,,,,
12/14/2022 0:34:17,"Lullwater walk with Karina, watching Croatia vs Argentina game in ESC, group dinner and movie night watching The Raid",,5,5,,3,3,5,1,2,3,Yes,,So hard to come up with movie ideas on the spot and left me with feeling of there’s no good choice,,,,,,Yes,5,,Running into Willa multiple times today,5,"Karina, Jaeden, Demetrios, Diego",,,Trev exam tmr at 1pm,"Went for walk in lullwater, cuddled and watched community in her room, she floated the idea of going to mexico for spring break",,4,"Maya, honors, misc",,,,,,,,,,,,,,,,
12/13/2022 0:53:31,"Amazing lunch with Lauren outside Cox and had a real conversation, watching Avatar with Karina and Jaeden",,5,4,,5,3,4,3,2,4,Yes,,,,,,,,Yes,4,,Jaeden’s good nature way of poking fun at me for my lack of sophisticated smell pallete,4,"Jaeden, Lauren, Karina, Adway",, ,,Watched Avatar together,Changed focus to wrap up paper very quickly from my mindset of stress about staying on for another semester,3,"Run, read, personal shit, clean up to do list",Relax,,,,,,,,,,,,,,,
12/12/2022 0:45:48,"Watching my hero and then playing smash with demetrios Diego and Ben, pancake dinner blue food with Willa and Kheyal",Got email denying my petition for another semester,4,5,,3,1,4,3,2,5,Yes,,,,,,,,Yes,4,,"The dumbfoundeness on Samir’s face when I tricked him into thinking I had swallowed metal, also helping kheyal set up for her film project felt so natural and comfortable",5,"Karina, Demetrios, Karina, Kheyal, Jaeden",,,,"She brought me tacos in Khaldi’s and we hung out for a bit, planned virtual date, ran into Leah on way back, I commented that she should dress me and she said she could also undress me",Finally bringing up Kheyal stress conversation,2,"Project work, honors work for only an hour, then khaldi’s to do paper work and study for final",,,,,,,,,,,,,,,,
12/11/2022 1:11:34,Playing with blender and physics with Nandish,,5,5,,3,3,5,3,2,4,,,Really hard to still fully put myself out there and ask a group to do a silly thing like rock paper scissors or talk about music,,,,,,Yes,4,,Asking random people to add a song to the playlist and meeting Spencer in the line at the SAAC,4,"Nandish, Jaeden",,,,Watched France v England and she was so kind with charging my computer and offering me snacks and her hands felt so good around my body but unfortunately we were in Public,,2,"Run, honors",Finish paper!,,,,,,,,,,,,,,,
12/10/2022 0:39:12,"Croatia won versus Brazil!, watching hype Argentina versus Netherlands game in ESC, Alyssa’s birthday party",,5,5,,5,3,5,2,2,3,,,Setting timer to do work really helps when motivation is lacking,,,,,,Yes,4,,Jaeden hugging me after Argentina won (really nice show of friendship),5,"Jaeden big time with soccer watching and party vibes, Karina",,"Feeling like karina and I have very dif interests and I’m not sure what to do, also feeling like I might have avoidant attachment style",,"Spend day watching soccer in ESC, working in Khaldi’s, then making quick spaghetti for dinner",Setting timer for 15 mins to work more when my motivation was lacking,3,"Relax, honors, paper",,,,,,,,,,,,,,,,
12/9/2022 0:37:01,"Lunch with the boys, bumping into Sahana and Nandish on way back to clairmont and making bets on Croatia v Brazil World Cup game tomorrow",,5,4,,4,3,5,2,3,3,,,,,,,,,Yes,5,,Sahana being excited to see me,4,"Jaeden, Demetrios, Nandish, Diego, Kheyal, Karina",,,,"Grabbed DCT dinner with Leah Jaeden and Kheyal and talked about AI and dragons, then watched Nausicaa and she started rubbing my crotch in the movie; then we hooked up at her place; I slipped her a surprise card with a dog picture on it",Self control to do more paper work once I got back from main,2,"Run, professional work on reels, honors AI tests, honors animation learning",,,,,,,,,,,,,,,,
12/8/2022 0:11:37,"Finally got stable diffusion installed locally and began playing around with it, alyssa birthday dinner",,5,4,,5,3,5,2,3,3,,,Sometimes it’s good to be someone to start conversation about oneself or a story rather than ask others questions (there were a lot of awkward silences at dinner),,,,,,Yes,5,,Seeing the yellow leaves ripple in the wind on main campus,4,"Karina, Mom",,,,"We walked around main and saw yellow leaves and laid on grass, i tried catching keys blindfolded, she turned in her 12 page paper but still called it ‘short’ which I gave her shit for",Having humility to not take full credit for wine gift to Alyssa even tho I could have,4,"Honors finish up story writes and send to Barba, play with AI, homework",,,,,,,,,,,,,,,,
12/6/2022 23:12:38,Emory film showcase!!!!!!!,,5,5,,4,3,4,4,1,4,Yes,,In the moment of celebration with the films it was the right call to not bring up Hadley’s poor communication,,,,,,Yes,4,,Sami saying that I inspired him a lot as a filmmaker,4,"Sami, Connor’s Aiden, Jaeden",,Feeling like I might be perceived by some woman as not listening enough (not sure but just get that vibe from Hadley sometimes),,,Allowing myself to have fun after the showcase and network and chat with peopoe,4,Blender geo nodes tutorial,,,,,,,,,,,,,,,,
12/6/2022 0:29:41,Watching earnest and Celestine with friends,,3,2,,3,3,3,3,3,5,,,,,,,,,Yes,3,,Watching rain go down hard from inside Jaeden’s apartment as it glistened in the artificial light on the tennis courts,4,"Jaeden, Demetrios, Karina",,,Demetrios Diego and trevor final on Thursday,Grabbed dinner with her and Leah,Being upfront with Jaeden and Kheyal about my preference to watch Avatar than the film Jaeden suggested,2,Run!!!,,,,,,,,,,,,,,,,
12/4/2022 23:37:06,Having break of 30 mins to read Musashi and thinking about how awesome life is,"Dinner with honors kids I felt so quiet at cause of Noor, tired and falling asleep during My Hero",3,2,,3,1,1,5,1,5,,,,,,,,,Yes,2,,Having the golden chocolate coins and playing Dradle like when I was a kid,1,,,,Alyssa talking with Justin soon,,,1,1. Run 2. Project work 3. Misc work 4. Homework 5 honirs,,,,,,,,,,,,,,,,
12/4/2022 0:55:13,Watching through showcase films with Ikki,,3,2,,2,2,1,3,3,4,Yes,,,,,,,,Yes,2,,Joel’s reaction of awe to the point cloud render I made,3,"Ikki, Karina",,"Felt so sad while working, partly about Noor and wondering if I’m not a good person",,"Went to crush Christmas party and bonded over our lack of experience and interest with frat parties, we tried to guess whether people were drunk or not",,1,,"1. Honors prep scene, 2. ETV agenda, 3. School work",,,,,,,,,,,,,,,
12/3/2022 0:31:47,"Spontaneous walking around with Alejandra, CMF networking in ETV meeting",,4,5,,4,3,5,1,4,3,,,Need to get out of my environment for work I kept getting distracted,,,,,,Yes,3,,The point cloud renders in Blender look so good and makes me want to create a whole short film with them,5,"Alejandra, Trevor",,Feeling weird about not liking how quiet karina is and I’m worried it means we won’t be together long term and I don’t know how to bring that up,,,Not feeling guilty for deciding to stay the night in and not hang with Caleb or Samir,5,"Run, read, blender, soccer game, honors, ETV",,,,,,,,,,,,,,,,
12/2/2022 0:01:41,Debating sight and sound poll with Caleb and Samir,,5,4,,5,3,5,2,2,4,Yes,,,,,,,,Yes,5,,The light reflected off library windows onto the b school in the morn,5,,,,,,,4,,,,,,,,,,,,,,,,,
12/1/2022 0:25:42,"Great meeting and chatting with Paige and bonding over film, spotify wrapped day!",,5,3,,5,3,4,3,3,,,,Doing work in Khaldi’s felt so much better,,,,,,Yes,4,,Texting Cade to go to lunch and having a lil virtual text catch up instead,4,"Ikki, Paige",,,,,,2,"Run, blender!",Send emails out to judges,,,,,,,,,,,,,,,
11/30/2022 0:10:16,Long conversation about honors with Alexis in cox,,5,3,,5,3,4,3,1,4,Yes,,It’s really hard to feel like I can offer help to women without it being demeaning like with Alexis and Paula today and offering to help reach out to my connections in Atlanta,,,,Maybe ask ‘how happy did you feel with today’,,Yes,5,,The insanely vibrant red tree leaves outside Cox and the way they caught in the sun,5,"Karina, Kheyal, Alexis, Jaeden, Demetrios, Nandish",,Feeling like karina and I don’t have a lot of common interests to talk about like actually having in depth convos about movies is impossible and frustrating,,We watched Get Out and Nope in my classes together,Genuinely asking questions and listening to Alexis and not trying to talk too much,4,"Run, read, do maya, Vote, honors, homework",Figure ETV stuff out,,,,,,,,,,,,,,,
11/29/2022 0:46:18,"Coffee chat with Liam, watching one punch with demetrios",Morning flow interrupted,1,2,,1,3,2,3,4,3,Yes,,Environment is such big factor for work I should really work at coffee shops more,,,,,,Yes,2,,Liam going in for a hug instead of handshake,2,"Liam, Karina, Demetrios",,,,Her hair is straight!,Taking break to read to reset my mindset from work,2,,,,,,,,,,,,,,,,,
11/28/2022 0:07:13,"Mom stopping by apartment, grabbing po boy with Trevor, watching glass onion with Anna","Didn’t plan eating schedule well, stress over noor anxiety and what to do with hanging out with Anna",3,2,,4,3,2,3,4,4,Yes,,For Hadley saying she’ll miss this Friday’s meeting I kinda froze up and wish I had said ‘oh dang we’ll miss you’ or something like that,,,,,,Yes,4,,Being socially idiotic with Anna when I forgot the theater ticket guy was going to give us back our tickets and I forgot which theater we were going to,3,"Anna, Mom, Karina, Trevor",,Confused on how to approach Anna friendship and if I should treat it normally or should I check in with Karina more,"Anna busy weekend, karina exam Wednesday, Trevor and demetrios exam tuesday",She saw Rahil at Khaldi’s and texted me adorably saying she had a ‘Rahil sighting’ which cracked me up,,4,"Run, project time!",Honors block anim,,,,,,,,,,,,,,,
11/27/2022 1:02:14,Watching Tar with Aman and Caleb,"Aman mentioning he was hanging with Noor, feeling directionless after I completed my tasks",3,3,,1,3,2,2,3,3,,,,,,,,,Yes,5,,,2,,,Need to stop all anxieties about Noor cause that will never be something brought up,,"Lovely conversation in car where she asked me questions she’s been saving, then we grabbed Mexican food which was fun, she cut her hair short!",,4,,,,,,,,,,,,,,,,,
11/26/2022 0:20:34,"Finishing doodle animation, watching England vs USA soccer match, dancing with Karina in kitchen",Stress over not having enough time,5,4,,4,3,4,2,2,3,,,,,,,,,Yes,3,,Karina staring at me while I worked on Doodle I felt such love and admiration,4,Karina,,,,"She laid her head sweetly in my lap while I worked, we danced to a bunch of songs in kitchen, she kindly brought me soup and heated up bread, we made hot chocolate bombs",Acknowledging that all the options I’m stressing about are good ones,1,,"Chill with Karina, watch Tar, history paper",,,,,,,,,,,,,,,
11/24/2022 21:09:48,"Fishing with Karina, going on hike and thinking about story ideas and hugging tree, playing like a child with the stick in the woods and exploring new paths",Dad making dismissive comments about mom on hike and her not knowing where to go,5,3,,3,4,4,1,2,4,,,I want to set aside time to reflect about my week’s journals and stresses and such,,,,,,Yes,4,,The woman on ramrock who was sweet and said ‘this is god’s world’ indicating that it was meant for us all to share,4,"Karina, Mom",,Dad being demeaning towards mom and not receptive when I push back,,"She faced her fears and tried fishing today, then we hiked together and held hands, she’s so cute in her glasses",Deciding to go fishing with dad even though I would have also liked to stay back and read and chill,3,,,,,,,,,,,,,,,,,
11/23/2022 22:11:03,"Talking with Karina on drive up to Suches, listening to bear on ramrock, watching princess mononoke with Karina",,5,5,,3,3,5,1,3,4,Yes,,When you’re in nature everything else seems to fade away,,,,,,Yes,3,,Finally introducing karina to my brother over the phone and seeing her interact with my parents,5,Karina,,Feeling like I want to write more stories especially with connection to nature,,We asked each other questions and talked about our relationship on the drive up and then we made out in my kitchen and then we talked about Jersey mike subway comparison and then we hiked up to ramrock and then she met my brother over the phone and then we hung out in hot tub and then we watched Princess mononoke,Asking karina why she thought I was genuine cause it’s a bit self indulgent but I was curious and wanted to know specifics,4,,,,,,,,,,,,,,,,,
11/23/2022 1:13:48,"Lunch convo with Kewal about life and how wild it is other people have their own lives, going for long run through OG main campus route, finishing Mob psycho season 2 with trev",Feeling directionless,2,2,,1,3,3,2,4,3,Yes,,That it’s really hard for me to be upfront with people,,,,,,Yes,2,,Exploring the options at DCT with Kewal,4,"Karina, Kewal, Nandish, Trevor",,Feeling like my message to Noor was bad to send,,Bumped into her in DCT and she jumped with joy it was so cute and then we had lunch with Lea,Mentioning to Rahil that I don’t want him making those movie night jokes,4,"Run, maya work",,,,,,,,,,,,,,,,
11/22/2022 0:32:39,"Watching World Cup game with trev, watching tatami galaxy with demetrios and Diego, chatting with adway and trev at night about stupid stuff we did as children like adway rubbing his hand against a wall because he thought it looked cool",Stuck inside most of day,3,4,,4,3,1,3,4,3,Yes,,Playing energetic music helps get the work juices flowing so well,,,,,,Yes,3,,Yelling at FIFA refs with trev,5,"Trevor, Demetrios, Diego, Adway",,Frustration at dad for being a piece of shit with mom crying in front of him,,,Being chill about taking time to watch FIFA match,2,Figure out motion,,,,,,,,,,,,,,,,
11/21/2022 0:43:49,"ETV exec meeting feeling on top of things, catching up with Izzy, watching marvelous Ms Maisel with parents","Mom crying at dinner, talking through depression stuff with Karina, frustration at dad conversation",2,2,,1,3,1,2,3,3,Yes,,,,,,,,Yes,2,, The feeling of clarity and satisfaction even in frustration while driving listening to music,3,"Karina, Demetrios, Diego, Izzy",,Frustration at dad for doing nothing for mom’s bday,,We had long talk about depression and anxiety in car. Really got deeper and discussed wanting to talk more and having a good interdependent relationship ,Pushing Ikki to show up in person to ETV meeting even when he asked to zoom call,2,,,,,,,,,,,,,,,,,
11/20/2022 0:40:22,"Personal time watching Tokyo Story in the morn, fun recording audio for Kheyal’s honors thesis and joking about Star Wars in the closet, calla’s birthday party and Samir and I play fighting",Felt tired and out of it when karina came over with anxiety,3,3,,1,3,4,2,5,3,,,,,,,,,Yes,1,,Playing the recordings of me sleep talking saying ‘joe Biden’ to karina and at calla’s bday was so fun seeing people’s reactions and all laughing,4,"Nandish, Alejandra, Kheyal",,Feeling out what I want with Karina relationship,"Nandish is going through some shit not being able to cry, karina is anxious but not sure why",,Not looking at clock for first half of day,3,,,,,,,,,,,,,,,,,
11/19/2022 2:04:56,"Hosting animation workshop in Blender, talking through Mavani situation with Nandish, Friendsgiving was amazing so many lovely people and so much good food","Dealing with what to say to ETV exec who didn’t show up to meeting, figuring out how to handle Mavani asking to come to Friendsgiving last minute",5,5,,2,3,3,4,2,5,Yes,,When someone expresses something you disagree with though they’ve personally experienced it first make sure to say you’re sorry that happened… like with London talking about Joel mixing up black girl names,,,,,,Yes,3,,Sitting on coach talking through stress with Kheyal after the party,5,"Nandish for giving advice on Mavani, Karina for everything, Kheyal for chatting",,Feeling like I don’t want to hang with Mavani much,,She sweetly made a lot of food for Friendsgiving,Drawing harder line with Mavani and with ETV exec board,1,Personal day so perhaps watch movie,Take care of myself,,,,,,,,,,,,,,,
11/18/2022 0:35:03,"Lunch with Alyssa and Jaeden, going grocery shopping with Alyssa and talking about love and relationships in car, watching Erased with Karina",,5,4,,3,3,4,1,2,4,,,No,,,,,,Yes,4,,Re organizing file structure of Dropbox,4,"Karina, Jaeden, Alyssa",,,Adway volunteering this weekend,We hung out and watched avatar and started watching erased and she did the amazing back scratch thing while watching avatar which was absolute bliss,Go back and ask Alyssa if she wanted to go to grocery shopping with me,5,"Run, breakfast, read, organize files, plan animation workshop, petition work, school work, honors","Petition work, honors paper, animation workshop",,,,,,,,,,,,,,,
11/17/2022 0:01:01,Walking to class with Samir Caleb and Kewal and joking around ,,5,4,,4,3,5,2,4,4,Yes,,Sometimes when someone is tired they don’t want to be actively talking like with Kewal at lunch,,,,,,Yes,5,,Connecting with Sahana in libs by putting ‘self care’ in her calendar,5,"Kewal, Samir, Caleb, Nandish, Karina, Trevor",,Feeling like I want to study abroad in Japan,Trevor exam tmr and exam next Tuesday,We had italy dinner and caught up over her family conversation and Mia picked me again,Keeping meeting on track and productive with Hadley,3,"Run, misc project work, homework",Get home to pick up stuff,,,,,,,,,,,,,,,
11/16/2022 0:48:11,"Positive feedback on honors presentation, playing pool with nandish jaeden and Demetrios, long phone call with Alyssa talking about relationships",Absolute anxiety and un comfortability in honors class largely due to Noor,5,5,,4,3,2,2,1,3,,,With people who consistently give off vibes like Ethan Mock please push back against him and stand up for friends when he makes them uncomfortable like his comment about Alejandra’s dad being smart for hating the movie,,,,,,Yes,5,,Nandish coming back and destroying jaeden and I at Pool with a series of hits and jaeden absolutely losing his shit,5,"Nandish, Jaeden, Demetrios, Alyssa, Alison",,Continued frustration at noor,Alyssa deciding if she should go on date on Saturday,,Reaching out to Alyssa to check in on her relationship stuff,5,"Run, misc, honors",Honors,,,,,,,,,,,,,,,
11/14/2022 23:05:02,"Spontaneous hangout with Nandish, meeting and discussing projects with Kazama, watching anime with Demetrios and Diego",Felt kinda directionless later in day,4,3,,3,3,3,3,3,4,Yes,,In the afternoon my focus seems to wander and I get anxious more easily… wonder how to remedy?,,,,Question of productivity ‘outside of oneself’ is weird phrasing,,Yes,5,,The feeling of being completely present while waiting to get my panini in DCT,5,"Demetrios, Diego, Nandish, Trevor",,,,,Speaking up for my preference of not watching the first episode of Bleach,4,"Run, read, misc tasks",Mental health take care of,,,,,,,,,,,,,,,
11/14/2022 0:09:57,"Planning end of year gala with Isabel, watching rush hour with jaeden and kheyal",,5,4,,5,3,5,2,4,3,Yes,,,,,,,,Yes,5,,The mutual consensus trevor and I immediately had that if the other wasn’t going to watch succession tonight then we weren’t so we decided not to together,5,"Kheyal, Trevor, Demetrios",,Frustration over kheyal repeatedly talking about all the books she has to read when it’s really her choice and she keeps exaggerating her work… should I talk with her about this? It’s come up so often. I’m a bit concerned for her,,,Taking time to relax in the evening and not watch succession,4,"Run, read, prep for Barba and kazama meetings, honors",Honors,,,,,,,,,,,,,,,
11/12/2022 23:35:16,Lunch date with Mom at Alon’s,Spent all day inside working,2,1,,3,4,2,4,5,2,,,Listen to my body especially when it calls for a nap,,,,Hard to answer knowing if 3 is neutral or 3 is average or 3 is negative for some questions (for instance productivity),,Yes,4,,Throwing football with Caleb for a few minutes,2,,,Frustration with Noor and realization that she might be misunderstanding Sophia date situation,,,Quickly realizing that I need to not base my self image on the judgements of one person (noor) when I was getting in my head about it,4,"Run, breakfast, honors finish draft of script, storyboard, homework",Honors script draft,,,,,,,,,,,,,,,
11/12/2022 1:24:01,"Watching secret world of arietty in the morning, amazing surprise and watch party of ratatouille",,5,5,,3,3,5,3,4,4,Yes,,When playing mafia not good to do clues with super large group who doesn’t know each other as much,,,,,,Yes,5,,Demetrios taking a moment to tell me how much he appreciates me,5,"Demetrios, Kheyal, Karina, Trevor",,,Adway going to conference this whole weekend,Went to Hai and made the straws bunch up and expand with water,,5,"Honors, lunch, more honors","Setup honors scene more, set up animation exercises",,,,,,,,,,,,,,,
11/11/2022 1:23:59,"Playing pool with Jaeden and Nandish, surprise birthday dinner, internship panel how a lot of people wanted to chat with me after",Explaining noor situation to nandish and jaeden,5,5,,4,3,3,2,2,4,Yes,,,,,,,,Yes,4,,Playing with lil spider in class with Alejandra,5,"Karina, Trevor, Demetrios, Jaeden, Nandish",,,,Should get her gift of… ugh I forget but it’s been mentioned a lot,Being honest in internship panel and not overly humble,5,"Run, breakfast, read, movie?",,,,,,,,,,,,,,,,
11/8/2022 22:57:39,"Lunch with Karina at DCT, call with Alex","Finding out I need to petition to take more semesters, stress over birthday plans",4,3,,3,3,1,2,3,3,,,I really overthink planning social things and figuring out who to invite and making sure people are included,,,,,,Yes,2,,The crunchy leaves on the quad,3,"Karina, Alejandra, Trevor, Alex",,Stress over birthday planning. ,,Had wonderful DCT lunch where we joked that the plates should be upside down (I made my salad that way) and then ran around the tables while trying to leave. So much fun.,Going to trev to let him know I’m overthinking bday plans,2,watch movie. Theory response. History paper. Honors lit review.,"Finish history paper, write theory response(s), honors lit review, honors script interviewing",,,,,,,,,,,,,,,
11/8/2022 0:42:07,"Going to CVS with Jess and her getting me the back scratcher, making eggs and pizza together in the morning. Catching up with Trev and rewatching old videos of us being stupid. Doodle edits with Kheyal","Feeling sick, taking Covid test which made me feel worse",5,3,,2,2,4,3,4,3,Yes,,,,,,Feelings of physical well-being (ie sickness) and also having a section to journal about honors thesis,,Yes,2,,The beautiful pink clouds around Decatur square when I was saying goodbye to Jess,5,"Jess, kheyal, Trevor",,,Jess and I promised to go to Jeni’s ice cream together next time she’s in Atlanta,,Taking a mental health break to watch community in the eve,4,Relax. Set up plan for day,"Honors script, history paper",,,,,,,,,,,,,,,
11/7/2022 0:04:59,"Making pancakes, watching game of thrones, going for hike, game night playing mafia and code names, dinner at antico’s",,5,5,,3,3,5,2,3,4,,,,,,,,,Yes,2,,Tiffany let me draw a lil face on her hand and was so excited by it,5,"Jess, Karina",,,Talk with trev tmr about Jewish anxieties,We joked about being competitors throughout game night,Taking a moment to nap when I got tired while driving,2,"Run, breakfast, honors write down three ideas for memory section, school work","Honors get a draft of script, get good school work done, chill with Jess",,,,,,,,,,,,,,,
11/6/2022 0:08:14,"Going for long run in morning, hiking with Jess",,5,4,,4,3,5,1,2,3,Yes,,,,,,,,Yes,5,,The falling of leaves on the road as we’re driving up the mountain,5,Jess,,Definitely don’t want to visit Karina’s family this winter break because I want to focus on my honors thesis,,,Brought up issue of whether I should visit Karina’s family or not with Jess because I wanted to process it more,4,"Breakfast, read, doodle work, personal tasks, honors thesis, homework",Homework,,,,,,,,,,,,,,,
11/5/2022 0:27:51,"Hanging out with Jess, symposium, adway’s birthday dinner",,5,5,,4,3,5,2,4,3,,,When someone does something annoying twice don’t feel the need to wait for the third time to tell them off just do it right away,,,,,,Yes,4,,Jess kicking up leaves and her shoe falling off,5,Jess,,Feeling of relief and letting go resentment towards Noor,,,Telling the guy off for being a dick to the girl reading poetry,3,"Go for run, breakfast, read, look at festivals for Doodle, homework","Chill with Jess, lil bit of honors work",,,,,,,,,,,,,,,
11/4/2022 0:50:35,"Honors technical tests working out well, lunch with Kheyal and Jaeden and getting into animation argument with Kheyal, Adway mini birthday celebration",,5,5,,5,3,4,1,3,4,Yes,,If you see someone uncomfortable in a situation try to help like when pierce was making weird jokes with Sarah,,,,,,Yes,4,,The lil rice that wouldn’t break in half when me or Jaeden tried stabbing it with chopstick,5,"Kheyal, jaeden, adway",,"Feeling like I want Karina to drive more conversation, that I should bring up the fact I don’t want to feel shame while having sex",Trev stressed about antisemitism,Tonight we watched ep of avatar with king Boomy,Allowing myself to chill tonight while I had planned work,4,"Run, breakfast, honors story, honors technical, personal stuff, school stuff",Honors! Work ahead on school,,,,,,,,,,,,,,,
11/3/2022 0:22:52,"Doodle notes convo with Alexis and Connor, dinner with nandish demetrios and Jake",,5,5,,5,3,5,1,5,3,,,Personal time is the best time,,,,,,Yes,4,,Being comfortable getting fake upset at Jake for not supporting me in Switch games with Nandish… like that I can be that flippant with someone,5,"Nandish, Kheyal, Demetrios, Jake",,Not sure if I wanted to pick up FaceTime call from karina as I was going to bed,Julanna stress and not feeling like she can spend time having fun this semester,,Being cognoscente to apologize to demetrios for potentially stepping on his tv watching plans Sunday eve,5,"Run, breakfast, read, project work, finish misc tasks",Get in good place with work before Jess visits,,,,,,,,,,,,,,,
11/2/2022 0:23:52,"Catching up with Willa, throwing eggs with Alyssa",Stress over honors and school,2,2,,3,2,1,5,2,5,Yes,,Remember to ask people what they want out of an interaction… whether it be reassurance or advice or experience or questions… like with how Alexis wanted advice,,,,,,Yes,4,,Sitting next to Alexis and Alejandra (my two favs) in the theory screening of Time,3,"Karina, Alejandra, Alexis, Kheyal",,Work stress… should I be focusing on honors or other things?,,,Not bursting out in rage in honors class when I wasn’t having fair time,2,"Run, read, honors technical test, write script, story board, misc tasks, homework",Honors technical tests,,,,,,,,,,,,,,,
10/31/2022 22:45:29,Walking and talking with Alyssa,Stress with overlapping Friendsgiving and Cade performance,2,2,,1,2,1,2,1,5,Yes,,Set time aside for the unexpected like running into Alyssa on bus ride back,,,,,,Yes,2,,The half moon framed by jet trails walking outside of Cox this eve,2,Alyssa,,Feeling like I want to spend less time with Karina and more time focusing on honors or hanging with friends,Alyssa talk with Justin later this week,She brought me bag of kettle corn,Bringing up the expressing preference thing to Karina and being clear about expressing it from the get go,4,"Run, read, finalize honors creative beats",Survive classes,,,,,,,,,,,,,,,
10/31/2022 0:13:21,"Seeing all the family, sharing stories about Grandma, catching up with Alex, watching Charlie Brown with friend group",,5,4,,3,3,4,2,3,3,,,,,,,,,Yes,2,,Watching the water stream off a plane as it landed m,5,"Alex, Karina, Jaeden, Demetrios, Angie",,,Matt getting married October 21 2023,She made wonderful rice pudding (I forget real name of it),Politely pushing back against conspiracy theorist Uber driver,2,"Run, honors, meet kheyal, meet Barba, personal tasks, school tasks",Honors planning out and creative!,,,,,,,,,,,,,,,
10/29/2022 22:38:27,Talking with Grandpa Kevork about his history,,4,2,,2,3,3,3,4,3,Yes,,Easier on myself to just send group stuff to one large groupchat than make individual ones,,,,,,Yes,2,,Having people be excited about my Charlie Brown Halloween movie night (wasn’t sure if peeps would be interested),4,Grandparents,,,,,Pulling the trigger and just sending the message for Halloween watch party without giving it tooooo much overthinking,3,Pack,"Process feelings of grandma, make plan for the week",,,,,,,,,,,,,,,
10/28/2022 21:59:06,"Surprising grandparents in Michigan, talking with the family",,5,3,,4,3,4,1,5,3,,,once someone knows you’re younger and you ask questions they will talk down to you and not try to listen to what you’re saying… but that’s all part of how I present myself like this morning with the Uber driver,,,,,,Yes,4,,Grandma’s reaction of closing the door on me when I knocked,5,Grandparents,,Feeling like I want to do a double major or minor in CS / QTM,,,Acknowledged that I feel a bit weird with Ikki doing a semi second film club through writer’s room but recognizing that that’s okay and that’s actually what I want this club to grow towards,5,"Run, breakfast, honors technical tests, honors research, break to watch TV","Honors creative work, finish misc to do",,,,,,,,,,,,,,,
10/27/2022 22:34:34,"Alejandra convo on the bench, watching Ernest and Celestine with Anna and Karina, having more of a direction with honors after chatting with Barba",,5,3,,3,3,3,3,1,4,Yes,,,,,,,,Yes,3,,Leaves blowing against pavement on cox bridge,5,"Karina, Anna, Jaeden, Kheyal, Alejandra",,,,She was so shy with getting compliments on her cooking and painting skills,Taking mental energy and putting it towards run rather than stressing about doing my history reading on time,2,"Pack up, choose book","Get the rest I need during flight, perhaps start honors research",,,,,,,,,,,,,,,
10/27/2022 0:16:57,Grabbing lunch at Warner media,Sadness,3,3,,2,3,1,3,3,4,,,I’ve got to speak up for myself if I want to be heard (ie when I was trying to tell Kheyal about my honors shift),,,,,,,2,,Running into mom and dad while voting,3,"Karina, Kheyal, JD",,Vague sadness perhaps about grandma,,Today she started smacking her lips when she was too far away to bite me which is adorable,Being open with Warner team about my unsureness in my honors project,2,"Go for long run and think about honors, do some writing","Honors conceptualize, perhaps a technical test?, history finish reading",,,,,,,,,,,,,,,
10/25/2022 23:18:33,,,3,2,,3,3,2,5,1,5,Yes,,,,,,,,Yes,3,,Karina leaning her face into the umbrella,3,Karina,,Feeling like I want to do more with honors story wise,Karina exam tmr,,,1,"Go for run, breakfast, figure out next book to read, honors",Honors finish hair modeling,,,,,,,,,,,,,,,
